throughput_mbps,packet_delivery_ratio,packet_loss_ratio,average_delay_ms,average_jitter_ms,lostPackets,mean_tap_side_rx_interarrival_s,packet_window_end_s,packet_window_start_s,rxBytes,rxPackets,txBytes,txPackets
1.0169684210526315,0.7118353344768439,0.2881646655231561,,,168,0.00208496,1.9,0.0,241530,415,298496,583
