throughput_mbps,packet_delivery_ratio,packet_loss_ratio,average_delay_ms,average_jitter_ms,lostPackets,rxBytes,rxPackets,txBytes,txPackets
0.0,0.0,0.6666666666666666,0.0,0.0,2,0,0,168,3
