throughput_mbps,packet_delivery_ratio,packet_loss_ratio,average_delay_ms,average_jitter_ms,lostPackets,mean_tap_side_rx_interarrival_s,packet_window_end_s,packet_window_start_s,rxBytes,rxPackets,txBytes,txPackets
0.04138666666666665,0.06779661016949153,0.9322033898305084,,,110,0.034021646,3.7,2.8,4656,8,60416,118
